,text,label
5138,Georgias CRCT set some of the lowest expectations for student proficiency in the nation.,1
5139,"He's been endorsed by ""every major newspaper here in the state of Texas.""",1
5140,The House of Representatives does not have a prochoice majority.,1
5141,Romney outsourced call center jobs to India.,1
5142,"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.",1
5143,"Says Obama puts 15 unelected, unaccountable bureaucrats in charge of Medicare, who are required to cut Medicare ... that will lead to denied care for current seniors.",0
5144,"President Barack Obama has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.",0
5145,Margaret Sanger wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.,0
5146,Virginia state employees pay nothing toward their pensions.,0
5147,Says Barack Obama and Hillary Clinton are responsible for leading America into a deal that will arm Iran.,1
5148,95 percent of teachers and principals are not implicated in the [Atlanta Public Schools cheating scandal] report at all.,1
5149,Florida is the largest dog-racing state in the country.,1
5150,Says Donald Trump is for a single-payer health care system.,1
5151,Vows to keep Georgias race for governor civil and focused on the positive.,0
5152,We cut our deficits by more than half.,1
5153,"A study from the Massachusetts Institute of Technology, Harvard, and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program.",1
5154,Says Sen. Ted Cruz used to be in favor of birthright citizenship but is now against it.,0
5155,"40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion.",1
5156,"U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.",1
5157,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,1
5158,An overwhelming majority of Republican and Democrat law enforcement leaders have endorsed Brad Schimel.,1
5159,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",1
5160,"Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.",1
5161,Most of the people who have signed up through the Obamacare exchanges already had insurance.,0
5162,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,1
5163,Weve recovered (from the recession) faster and come farther than almost any other advanced country on Earth.,1
5164,Jeff Greene on why hewent Cuba.,0
5165,Says Hillary Clinton isunder investigation with the FBI right now.,1
5166,"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits.",0
5167,"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.",1
5168,States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,1
5169,"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike.",1
5170,Mitt Romneys companies were pioneers in outsourcing U.S. jobs to low-wage countries.,1
5171,28 percent of Kentuckians dont have any online access.,1
5172,We spent twice as much per capita for health care in this country as the next closest nation.,0
5173,The Obama administration called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.,1
5174,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,1
5175,"On the day the House voted on the climate change bill, there was not even a copy of the bill in the well of the House, which is standard. It wasnt even written.",0
5176,Says Hillary Clinton makes more per hour at a speaking gig than the average CEO does in a year.,0
5177,"Says Every time the Legislature suspended the kicker, most recently the corporate kicker in 2007, Salem spent every penny and failed to stabilize the states revenues.",0
5178,Cuba has a lower child mortality rate than ours. Their life expectancy is now greater than ours.,1
5179,Says Baltimore police are trained by Mossad and Shin Bet.,0
5180,"Wisconsin ranks No. 2 in economic growth, according to the Federal Reserve Bank of Philadelphia.",0
5181,Says he never voted for a tax increase.,0
5182,"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan.",1
5183,The Atlanta areas water planning district is now the national leader in conservation.,0
5184,"The state of Wisconsin pays plumbers, engineers and other attorneys much, much more than it pays attorneys to represent poor people.",1
5185,Says Peyton Manning struggles in cold weather games.,1
5186,"Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office.",1
5187,Minnesota has passed and Indiana has passed right to work laws making union membership and dues optional,1
5188,Gov. Rick Scotts sale of the state planes was not proper.,1
5189,The health care law is job killing.,0
5190,Weve seen a remarkable reduction in the number of Americans being executed -- its down nearly two-thirds over the past generation.,1
5191,Onthe Iran nuclear deal,1
5192,Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.,0
5193,"Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office.",1
5194,"Half of all Americans have less than $10,000 in their savings account.",1
5195,Says theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,1
5196,The United States is 50th in life expectancy in the world.,1
5197,"Ebola is incredibly contagious, very transmissible and easy to catch.",0
5198,"In 2010, Betty Sutton voted to destroy Medicare.",0
5199,Travis County residents trusted me to take on Tom DeLay and we won.,0
5200,The turnout on May 14th was just 7 percent -- the lowest turnout in decades.,1
5201,Eric Cantor voted to fully fund Obamacare in October.,0
5202,On support for ethanol mandates,1
5203,The fiscal cliff agreement was the largest tax increase in history.,0
5204,On the mosque near ground zero.,1
5205,Latin Americas economy is almost as big as the economy of China.,1
5206,"Obama ""has no experience or background at all in national security affairs.""",0
5207,Jim Marshall votes liberal in Washington ... and we arent fooled.,0
5208,Says its not accidental that the villain in the Batman movie is named Bane.,0
5209,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,0
5210,A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.,0
5211,"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security.",1
5212,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,1
5213,I was speaking out on pension reform almost 17 years ago.,1
5214,Three of our cities are among the top five worst cities in the U.S. for asthma.,1
5215,The labor participation rate is at an all-time low.,0
5216,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",1
5217,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",0
5218,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",1
5219,Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.,1
5220,Cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.,1
5221,Says the 2014-15 state budget cut border security and funding to fight criminal gangs.,0
5222,Says Democratic Party created the Ku Klux Klan.,0
5223,"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.",1
5224,Says Donald Trump mocked someone with a disability.,1
5225,"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea.",1
5226,"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.",1
5227,"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",1
5228,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",0
5229,Says Barack Obama began his presidency going on a worldwide apology tour.,0
5230,"[My administration is] well represented both racially, ethnically and gender-wise.",0
5231,"""President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.""",1
5232,President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.,1
5233,"Site selectors who decide where businesses expand or relocate shun closed shop states like Wisconsin in favor of Right to Work states like Iowa, Indiana and Michigan.",1
5234,Said he opposed every budget Republican and Democrat.,1
5235,The House of Representatives has never sued a sitting president in all of U.S. history.,1
5236,Only five Texas counties account for almost 90 percent of the (states) cattle industry.,0
5237,"Says President Barack Obama has allowed, each year hes been here, the prosecutions of gun cases (for background check failures) to go down. ... Theyve declined every year since President Bush left office.",1
5238,Oregons budget has grown by 49 percent in just four years.,1
5239,"""We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act.""",1
5240,Says Matt Bevin has repeatedly failed to pay his taxes.,0
5241,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.",1
5242,Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality.,0
5243,"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China.",0
5244,"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",1
5245,Says Donald Trump brings in hundreds of foreign workers to replace Americans.,1
5246,Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.,0
5247,Candidate Bill Byrne used campaign funds for work on his personal car.,1
5248,Pat Toomey thinks corporations shouldnt pay any taxes.,1
5249,A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.,1
5250,"We have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history.",1
5251,"Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.",1
5252,Some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.,1
5253,"Traditionally, presidential candidates release their tax returns . . . Mitt Romney still wont.",1
5254,Says he never supported federal health care individual mandate.,0
5255,Says the United States is in the worst recovery from an economic recession since World War II.,1
5256,"In 1940, only 7 percentof Germans were Nazis.",0
5257,The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo.,1
5258,"Under Scott Walkers tax plan, the average Wisconsin taxpayer got just $11 a month. But corporations got $610 million in tax cuts. Millionaires got at least $1,400 per year.",1
5259,You cant raise taxes in Ohio. We are one of the highest taxed states in the country.,1
5260,Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.,1
5261,Says president is spending $2.2 billion to give away ObamaPhones.,0
5262,Says Obama has failed to pass a budget.,0
5263,Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?,1
5264,"Says Joe Sestak voted to gut Medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions.",0
5265,"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania.",0
5266,Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.,1
5267,Says Florida had five sanctuary cities while Jeb Bush was governor.,0
5268,"Cover Florida ""is available to any Floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month.""",0
5269,Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassans time in the state Senate.,1
5270,On timing of announcement for president.,0
5271,"When the presidents spokesman was asked about (Anwar) al-Awlakis son, he said he should have chosen a more responsible father.",1
5272,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",1
5273,"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.",1
5274,Were destroying more businesses in the United States now than are being created for the first time in our history.,1
5275,"In Buffalos SolarCity project, Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.",0
5276,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",1
5277,Says Barack Obama has deported more people than any other president in this countrys history.,1
5278,The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.,1
5279,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,1
5280,"In states where beer is unregulated, the per capita production is significantly higher.",0
5281,"The average kid comes out of Virginia colleges with about $25,000-plus in debt.",1
5282,"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.",1
5283,"In the state of Indiana, Ive signed more than $3.5 billion in tax relief.",1
5284,Says Donald Trump never said that more nations should get nuclear weapons.,0
5285,"""Mayor Giuliani made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come. And he instructed the leaders of the city not to enforce the law, not to enforce immigration law.""",1
5286,"Scott Walker couldnt get his own party to back more than a 500-student increase in Milwaukees school choice program, but in Indiana, Mitch Daniels voucher program is approaching 30,000 students two years after opening.",1
5287,Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.,1
5288,Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.,0
5289,Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.,1
5290,The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.,0
5291,"Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation, if they used the word benediction, the word invocation, the word God, asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.",1
5292,Says he will pursue change in federal law to protect employees from extortion from a union because the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.,0
5293,"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",0
5294,"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.",0
5295,"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.",1
5296,Weve had the same leadership in the Travis County DAs office for 30 years.,0
5297,Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.,0
5298,Mitt Romney says class sizes dont matter.,1
5299,Roy Barnes voted against a bill in the state Senate that would have made it easier to convict child abusers.,0
5300,Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.,0
5301,Says Republicans Mitt Romney and Paul Ryan support massive cuts in Social Security for future generations.,1
5302,We created a flat tax in the state of Utah.,1
5303,"""We had no domestic attacks under Bush.""",0
5304,"The White House has ""refused"" international help in dealing with the oil spill.",0
5305,Says personal-injury trial lawyers have provided over 80 percent of the funding for the Texas Democratic Party for over a decade.,1
5306,Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.,0
5307,The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.,1
5308,"Our most important work has been creating and retaining almost 55,000 Ohio jobs.",0
5309,"Roy Barnes is part of the team that has run up trillions of dollars in debt that Americans will spend years paying off, and theyve done it without creating one job.",0
5310,My office sends federal money back every year.,1
5311,We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses.,1
5312,Says President Barack Obamas recent New York fundraising trip cost between $25 million and $50 million.,0
5313,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.",1
5314,Says hes the first Aggie governor of Texas.,1
5315,On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget,1
5316,A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.,1
5317,Daniel Webster is an advocate for a group that teaches that mothers should not work outside the home.,0
5318,Says New Jerseys public school students have the best Advanced Placement scores in the nation.,1
5319,The citys 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,0
5320,"She created the Waste, Fraud and Mismanagement Hotline.... (that) has saved Wisconsin taxpayers hundreds of thousands of dollars.",1
5321,$65 million from ABC privatization will not pay for even an overpass in Tysons Corner.,0
5322,This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,0
5323,Says Republican candidates in Oregon are advocating violence against gays.,0
5324,"""We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.""",1
5325,The debt will soon eclipse our entire economy.,1
5326,Dave Aronbergs career legal experience is less than two years as Asst. AG/private attorney.,0
5327,Says theres a 100-year-old international norm not to use chemical weapons.,1
5328,Gains in Atlanta Public Schools scores on a national standardized test lend credence to dramatic score increases on state tests.,0
5329,On signing a no-tax pledge,0
5330,Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.,0
5331,On opposing citizenship for illegal immigrants,1
5332,Georgia is one of the 10 most tax-friendly states for retirees.,1
5333,Says al Qaeda has camps with the drug cartels in Mexico.,0
5334,"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets.",0
5335,"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?",1
5336,"Members of Congress passed a pay raise for themselves of $10,000 over two years even as they voted not to raise Social Security benefits for 2010 and 2011.",0
5337,Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.,0
5338,Says Kelly Ayotte voted to fix background checks.,1
5339,Says the Texas unemployment rate has even grown more than the nations as a whole.,1
5340,"The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.",0
5341,"""She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.""",0
5342,"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.",1
5343,"If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.",1
5344,On sharing power with Republicans,0
5345,Women (are) paid 77 cents on the dollar for doing the same work as men.,0
5346,Says Georgia ranks near the bottom in per capita transportation spending.,1
5347,Says allegations that he made unwanted sexual advances on a female sheriffs deputy were found by two separate judges to not have merit.,0
5348,"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.""",0
5349,Some cardiologists estimate 70 percent of all males over 50 have some form of heart disease.,1
5350,"If every house in Florida had a solar-heated water tank, that would eliminate consumption by 17 percent.",1
5351,"The Koch brothers are the richest people in the world. Individually, theyre only fifth. Put them together theyre the richest in the world.",1
5352,"Shows in a television ad that police took evidence fromSolantic, Rick Scotts new health care company, after allegations emerged that the company was engaging in fraud.",0
5353,"Mexican government officials hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.",0
5354,Says Gov. Rick Perry failed to involve border sheriffs in developing plans to prevent violence in their communities.,0
5355,"When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women.",1
5356,Says Rep. Michele Bachmann said President Barack Obama might be to blame for the Fort Hood shootings.,0
5357,Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.,1
5358,"By fiscal year 2013, the state is expected to wipe through [HOPE scholarship] reserve funds.",1
5359,"Hillary Clinton and Barack Obama want to raise capital gains taxes, which apply to home sales.",0
5360,"Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage.",1
5361,Says the number of Democrats who voted for the GOP measure allowing health plan renewals is close to the number who voted on GOP bills to delay mandates on employers and individuals.,1
5362,"""Sharron Angle wants to wipe out Social Security.""",1
5363,"For the first time in history, (Thors) hammer is being held by a woman.",0
5364,Three or four countries out of roughly 60 in the anti-ISIS coalition are providing military force.,1
5365,"(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero.",1
5366,"From 2000 to 2008, we averaged about five mass shootings a year. Were now averaging 15. So thats a three-fold increase.",0
5367,Lloyd Doggett made millions off companies like Bank of America while they took taxpayer bailout money.,0
5368,"Residents could have received nearly $48M for Local Schools, Fire District, Sheriffs Dept. and Social Services.",0
5369,Gingrich supported individual health insurance mandates.,1
5370,"61 percent of non-tea party Republicans actually agree...there is solid evidence the earth is warming, ...[but] 70 percent of tea partiers, contrarily, say there is no solid evidence the earth is warming.",1
5371,"Says Romney wants to take away early childhood education, slash K-12 funding, and cut college aid to pay for a $250,000 tax break for multi-millionaires.",0
5372,"Says President Barack Obama came into office very concerned about wiretappings but then he became president of the United States, he got all the briefings (and) he decided the balance is probably pretty appropriately struck.",1
5373,You can be an NFL player with murder charges and not be suspended.,1
5374,"""During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success.""",1
5375,"This year President Obama canceled the 21st annual National Day of Prayer ceremony at the White House under the ruse of not wanting to offend anyone.BUT on September 25, 2009 from 4 AM until 7 PM, a National Day of Prayer FOR THE MUSLIM RELIGION was HELD on Capitol Hill, Beside the White House.",0
5376,The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. Were the 6th worst in the country for the business tax index. Were the 3rd highest per capita in the country for all taxes.,0
5377,Rhode Island has a [inmate] recidivism rate of over 60 percent.,1
5378,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",0
5379,Says South Carolina Gov. Nikki Haley is an immigrant.,0
5380,"Tim Kaine doubled down in his support of devastating defense cuts, saying the the deal was the right thing to do.",1
5381,"""I've been standing up against ... the Chinese government over women's rights and standing up for human rights.""",1
5382,25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.,1
5383,On support for the Affordable Care Act (Obamacare).,0
5384,"""Kendrick Meek is the only candidate who has consistently been against expanded drilling.""",1
5385,The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3% between January 2009 and March 2012.,0
5386,"Today, the United States is the most respected country on Earth.",1
5387,"Says in the governors proposed budget the use of that, what is called one-shots, is a 500 percent increase over the last Corzine budget.",0
5388,"""I don't answer hypotheticals.""",1
5389,"On Tim Kaine: In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.",0
5390,We are experiencing the worst economic recovery America has ever had.,0
5391,"When we look at the number of murders in the United States (in) 2009, we had 9,500 people murdered. When we look around the world, we see ... large countries, the U.K., Germany, Japan had 200 or less killed in a year.",1
5392,The growth in health care costs has been reined in through the Affordable Care Act.,0
5393,"We have an increase in murder within our cities, the biggest in 45 years.",1
5394,The minimum wage in real terms right now is below where it was when Harry Truman was in office.,1
5395,"""There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.""",1
5396,Says hes proposed the largest employer contribution to the Virginia Retirement System in history.,1
5397,"While the sequester is in effect, the federal government is still funding a study on duck penises.",1
5398,"""A number of the national publications have put this race in a tossup race between Democrats and Republicans. They don't know who's going to win this race.""",0
5399,Says New Jerseys job growth in May represents 25 percent of all the jobs created in the country.,0
5400,"""President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.""",0
5401,"The United States has more of our people in prison than Russia, China, and North Korea combined.",0
5402,"As usual, Hillary the Dems are trying to rig the debates so 2 are up against major NFL games.",0
5403,Louie Gohmert of Texas blamed the mass shooting at a movie theater in Colorado on the ongoing attacks on Judeo-Christian beliefs.,0
5404,A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.,1
5405,Taxes went down under Jerry Brown.,1
5406,China is practicing how to blow up our satellites.,1
5407,A lot of the problems with forest fires ...is because of bad policy (not to clear out the forests) that was put in place by environmentalists.,0
5408,Sheldon Whitehouse voted for a $525-billion tax increase on the middle class.,0
5409,The Americans for Tax Reform pledge relates to new taxes that were going to be initiated by legislative action.,0
5410,"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",1
5411,"Palin supports ""aerial hunting of wolves and other wildlife.""",1
5412,Women make only 78 percent of what men make for the same job.,0
5413,It has been 269 days since (Hillary) Clinton has held a press conference.,1
5414,Says he was the first local official to endorse Barack Obama,0
5415,About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,0
5416,"Says that under President John F. Kennedy, government took up 27 percent of the economy, and today it consumes 37 percent.",1
5417,President Obama has stopped using the phrase war on terror.,1
5418,We have no regulation of drones in the United States in their commercial use.,0
5419,"Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.",1
5420,"The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost, since the stimulus bill was signed.",1
5421,"After the debate that we had last week, PolitiFact came out and said that everything I said was true.",0
5422,"A typical married couple will contribute $119,000 into Medicare but will receive $357,000 in Medicare benefits over their lifetimes.",1
5423,"We have cut crime across every single zone in the city of Atlanta by between 10 percent and 16 percent, depending on the zone.",1
5424,Theres talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.,0
5425,More than half of last years U.S. college graduates are unemployed or underemployed.,1
5426,"Opinion polls show that the majority of Americans, and the majority of New Jerseyans, favor marriage equality for same sex couples.",1
5427,"832,000 people lost their job while (Charlie Crist was)governor.",1
5428,AIG insures the pension trust of the United States Congress!,0
5429,Medicaid is close to 30 percent of the state budget and the biggest expenditure at the state.,1
5430,Says President Barack Obama is responsible for pending defense cuts.,1
5431,Says opponent Tammy Baldwin has had not one positive ad in the campaign for U.S. Senate.,1
5432,"""Barack Obama said he would debate 'anywhere, anytime' but has rejected joint town hall meetings.""",1
5433,"""I didn't campaign on a public option.""",0
5434,More than half of all drivers licenses issued in California this year have gone to illegal aliens.,1
5435,"We just dont want to get to be like Louisiana, where you have drive-up daiquiri shops.",1
5436,Says Donald Trump and Marco Rubio opposed Cruzs efforts to defund Planned Parenthood.,0
5437,Ninety percent of the job growth in Virginia has been in the private sector.,1
5438,"""Californians consume 40 percent less energy per person than the national average""",1
5439,Rhode Island has the worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.,1
5440,The city of Richmond built the second richest team in the NFL a $14 million stadium.,1
5441,A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,1
5442,On whether he would put a missile shield in Poland.,1
5443,"Welcome to Wisconsin road signs have always been made in Wisconsin,but Scott Walker is outsourcing themto an out-of-state company and paying more money for them.",0
5444,Says Russ Feingold cast the deciding vote for the largest tax increase in history,0
5445,"Washington, D.C., now has greater population than Wyoming and Vermont, more active duty military than 29 states, more tax revenue than 29 states (and) a larger domestic product than 27 states.",1
5446,Says signers of recall petitions against Wisconsin Gov. Scott Walker are at risk because of newly discovered provisions in state law.,0
5447,"Says in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. Thats why people have to wait.",0
5448,Says Hillary Clinton wanted the wall.,1
5449,Says Lake Erie contains more native fish than all the other Great Lakes combined.,1
5450,There havent been tax cuts for the rich in Rhode Island.,0
5451,On a timetable to withdraw from Iraq.,1
5452,"Says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of African-American voting-age citizens lack government-issued photo IDs.",1
5453,Cincinnati is already one of the biggest cities in the country to run 100 percent on clean energy.,1
5454,Says over 50 percent of U.S. job growth in June came from Wisconsin.,0
5455,Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.,1
5456,Kelly Ayotte has voted to defund Planned Parenthood six times.,1
5457,"When Deborah took office, the (Sellwood Bridge) project had languished for years, with only $11 million in funds. With her leadership the remaining funding was secured that got the project moving forward.",1
5458,71% of WIs roads are in poor or mediocre condition and 14% of WIs bridges are structurally deficient or functionally obsolete.,1
5459,Hillary [Clinton] wants to raise taxes by over a trillion dollars.,1
5460,"We are seeing dramatic rate cuts to Medicare that will affect seniors ability to keep their doctor, hospital and prevention services.",0
5461,"""We had a press conference here that interestingly no one in the mainstream media covered.""",0
5462,"As a student at Occidental College in Los Angeles from 1979 to 1981, there were days where folks couldnt go outside. because of all the pollution in the air.",1
5463,Spanish was the first European language spoken in this country.,1
5464,"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.",1
5465,"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.",1
5466,St. Pete Beachs local version of Amendment 4 resulted in seemingly endless lawsuits (that) decimated the citys legal budget and forced the city to raise the property tax rate.,1
5467,Americans now support strikes (against ISIS) but the support for ground troops is not there. The support is very thin.,1
5468,"""In 1972, we had a 179,000 human beings in jail in this country. Today, it's 2.3-million, and 70 percent of them are black, African-American.""",0
5469,"While she was mayor, Lois Frankel took a police helicopter ride to go to a dinner party.",1
