,text,Type
20644," Malaysia ready to provide temporary shelter for Rohingya Muslims fleeing violence in Myanmar . Rohingya insurgents attacked several police posts and an army base in Myanmar on Aug. 25 . The ensuing clashes and a military counter-offensive have killed at least 400 people and triggered an exodus of more than 160,000 to neighboring Bangladesh . Malaysia is already home to more than 100,000 Rohingya refugees .",1
11021,"Trump, Cruz tamp down expectations for uncertain Iowa vote. DES MOINES, Iowa/COUNCIL BLUFFS, Iowa (Reuters) - Republicans Donald Trump and Ted Cruz battled on Sunday to persuade their supporters to turn out and tried to lower expectations on how well they will do in the first U.S. presidential nominating contest in Iowa on Monday. Iowa will set the tone in the race for the Nov. 8 election, offering the first measure of the strength of outsider candidates like billionaire businessman Trump and democratic socialist Bernie Sanders against more traditional politicians like Republican Senator Marco Rubio of Florida and Democratic front-runner Hillary Clinton. The day before Iowa’s caucuses, Trump and Cruz, a senator from Texas and conservative Tea Party favorite, reflected anxiety about the unpredictability of the race in the Midwestern state as they and other candidates made their final pitches at rallies across Iowa. A Des Moines Register/Bloomberg News poll of Iowa voters released on Saturday showed Trump in the lead among Republicans with 28 percent, Cruz second at 23 percent and Rubio in third with 15 percent. In rallies in Council Bluffs and Sioux City, Trump displayed a more low-key style than his usual flame-throwing flourishes in an",1
18739," The New York Times tries to blame conservatives for the violence caused by the Antifa thugs . The irony in this entire cancellation of a tradition in Portland, Oregon is that now Antifa (Anti Fascists) have pissed off the more moderate lefties . A threatening email has derailed one of the Portland Rose Festival s signature events, and spurred new debate about the ongoing political protests in Portland .",0
12357,HOW TO HANDLE Thanksgiving After The 2016 Election [Video]. The video below might be a great one to show the Hillary supporters bitter much?The Holderness family makes the funniest videos and this one is no exception! ,0
12592,"CAMPAIGN VOLUNTEERS Deliver Opposing Messages: Support A Lawless Nation Or Vote To Restore Law And Order, Honor Our Veterans. ILLEGAL ALIENS WHO CAN T Vote Are Knocking On Doors For HILLARY While Veterans Campaign For Trump They broke the law or their parents broke the law to enter our country illegally. Of course, they had the same opportunity to apply for citizenship and become legal citizens of the United States as every other legal immigrant, but they chose instead to ignore our laws. Now they re campaigning for Hillary so they don t lose their ability to take advantage of all the benefits legal American citizens enjoy. On the other side of the spectrum, men and women who ve served our nation are out campaigning for the only candidate who is making the care of our veterans one of his top priorities Unable to vote in the presidential election, a group of undocumented immigrants is knocking on doors in Northern Virginia in support of Hillary Clinton and other Democratic candidates, convinced that the outcome of the vote will determine whether they can secure a path to citizenship in the country they have known since childhood.The vote-seekers are some of",0
7246,"Trump transition clears first paperwork hurdle: White House. WASHINGTON (Reuters) - The White House said it received a signed memorandum of understanding from Vice President-elect Mike Pence on Tuesday evening, an initial step in being able to provide more detailed briefing materials to the incoming administration. “The next step is for the President-elect’s transition team to provide us with the names of the individuals they have authorized to represent their transition effort across the government,” said Brandi Hoffine a White House spokeswoman. ",1
6086,"After U.S. exit, Asian nations try to save TPP trade deal. WELLINGTON/TOKYO (Reuters) - Australia and New Zealand said on Tuesday they hope to salvage the Trans-Pacific Partnership (TPP) by encouraging China and other Asian countries to join the trade pact after U.S. President Donald Trump kept a promise to abandon the accord. The TPP, which the United States had signed but not ratified, was a pillar of former U.S. President Barack Obama’s policy to pivot to Asia. Japanese Prime Minister Shinzo Abe has touted it as an engine of economic reform, as well as a counter-weight to a rising China, which is not a TPP member. Fulfilling a campaign pledge, Trump signed an executive order in the Oval Office on Monday pulling the United States out of the 2015 TPP agreement and distancing the United States from its Asian allies. Australian Prime Minister Malcolm Turnbull said he had held discussions with Abe, New Zealand Prime Minister Bill English and Singapore Prime Minister Lee Hsien Loong overnight about the possibility of proceeding without the United States. “Losing the United States from the TPP is a big loss, there is no question about that,” Turnbull told reporters in Canberra on",1
2628,"Trump’s Disastrously-Misspelled Terrorist Attack List Earns Him A Smackdown From The DICTIONARY (TWEETS). When Trump s White House released a list of terrorist attacks they say the media did not cover, one thing was clear: the dictionary is the Trump administration s worst enemy. Attacker was spelled attaker, the list referenced a country called Denmakr, San Bernardino was missing an r, and so on. Eventually, the Merriam-Webster dictionary caught wind of the error-ridden list and offered some advice. Reminder that our app has voice search, so you can look a word up even if you re not sure how it s spelled, the Dictionary tweeted, adding a link to their ( there in Trumpspeak) app.Reminder that our app has voice search, so you can look a word up even if you're not sure how it's spelled. https://t.co/gAH5JjwU32 https://t.co/oyxk2zwpWO Merriam-Webster (@MerriamWebster) February 7, 2017This one was more subtle than the more recent times that the Dictionary has smacked Trump around like when he tweeted about unpresidented acts or when Sean Spicer couldn t define betrayal but it was clear what Merriam-Webster was saying, and people couldn t be happier with the shade that was thrown:@MerriamWebster ????Was that an attak? Krista",0
11942,"Iran summons Swiss envoy over U.S.' 'irresponsible' missile claim: Tasnim. ANKARA (Reuters) - Iran summoned the Swiss ambassador on Tuesday to condemn what it called an  irresponsible  claim by the U.S. Ambassador to the U.N. that Tehran supplied a missile fired at Saudi Arabia from Yemen on Nov. 4, Iran s Tasnim news agency reported. The Swiss embassy represents U.S. interests in Tehran, where Washington has had no mission since 1980, when Iranian students took 52 Americans hostage for 444 days.  Iran s strong protest at (Nikki) Haley s baseless and provocative claim was conveyed to the Swiss ambassador,  Foreign Ministry spokesman Bahram Qasemi was quoted as saying by Tasnim.  ",1
18835," Belgian psychologist and mother-of-one named as latest victim of Stockholm terror attack . Males Dereymaeker, 31, was waiting for friends from work on corner of Drottninggatan and Olof Palmes gata when terrorist struck . She was the first victim to be hit by the speeding lorry and died instantly at the scene .",0
23325,"Boiler Room #61 – Hello From the Gutter. Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Randy J of 21Wire, Andy Nowicki from Alt Right Blog Spot and Daniel Spaulding of Soul of the East. Tonight the Boiler Gang discusses some twisted trends in  identity politics  some that you probably don t even know exist and may just blow your concept of what is coming down the pipeline with regard to the PC nightmare of life being nothing more than a choose your own adventure. The crew goes deep on the Orlando shooting in Florida for the entirety of the show after the hideous ice breaker topic!BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE! LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY! Reference Links: ",0
20044, Yemen's Houthi leader says group could target Saudi oil tankers if Hodeidah attacked . Abdel-Malek al-Houthi says missiles can reach UAE and anywhere in Saudi Arabia . He says the Houthis successfully fired a missile at Abu Dhabi earlier this month . Yemen has been devastated by more than two years of civil war in which President Abd Rabu Hadi s government is fighting to drive Houthis out of cities .,1
18556," Egypt's Hasm militants claim attack targeting Myanmar embassy in Cairo . Attack was in retaliation for Myanmar s military crackdown on Rohingya Muslims . The latest wave of violence in western Myanmar s Rakhine State began on Aug. 25, when Rohingya insurgents attacked police posts and an army camp . Myanmar s government spokesman urges citizens abroad to be careful .",1
8157," Of all the candidates running for president this year, only one pays their interns . Bernie Sanders pays his interns $10.10 an hour . Even the leading Republican candidates talk about income inequality openly . If you believe in a higher minimum wage, this should be important to you. If you think workers need to be treated with respect, this difference is important .",0
16391,"Russia to respond to Twitter ban on Russian media ads: RIA. MOSCOW (Reuters) - Russia said on Thursday it would respond to a decision by Twitter Inc to ban adverts from media outlets Russia Today (RT) and Sputnik, saying the move flouted international and domestic laws on free speech, the RIA news agency reported. RIA cited the Russian Foreign Ministry as saying the decision was another aggressive step aimed at hindering the work of Russian media in the United States and the result of pressure from U.S. intelligence agencies. ",1
18993," UAE law targets sexual harassment, forced labor, and employment of domestic workers under 18 . President Sheikh Khalifa bin Zayed al-Nahyan approved the law, which was praised by human rights organizations . UAE relies heavily on migrant labor with an estimated 8 million workers making up more than 80 percent of its population .",1
85," Man, 81, accidentally shoots himself and his 80-year-old wife during gun safety talk at Tennessee church . Man and his wife are in critical condition in hospital after being shot in the stomach and the backside of the woman's arm . The incident occurred during a discussion of gun safety at a local church .",0
15600," Bangladesh police arrest militant suspected of killing U.S. blogger Avijit Roy . He was hacked to death by machete-wielding attackers in February 2015 while returning home with his wife from a Dhaka book fair . The militant, identified as Abu Siddiq Sohel, 34, is a member of the al Qaeda-inspired militant group Ansar Ullah Bangla Team . Bangladesh is struggling to control attacks by Islamist groups on secular bloggers .",1
9240," Brittany Covington, 19, the narrator of the video, will be the first of the four to be released from Cook County Jail . She will remain on probation for four years and is barred from contact with 2 of the other 3 co-criminals, Cooper and Hill . The victim, a Crystal Lake man, had been classmates with Hill at a west suburban alternative high school . Hill and Cooper allegedly cut his clothing with a knife, punched and kicked him . In another video, the man was forced to drink water from a toilet bowl . Someone told the victim,  kiss the floor, b -! and  nobody can help you anymore .",0
21820,"CRAZY VIDEO! MAYOR OF BALTIMORE: WE GAVE RIOTERS “SPACE TO DESTROY”. Mayor Stephanie Rawlings-Blake: While we tried to make sure that they were protected from the cars and the other things that were going on. We also gave those who wished to destroy space to do that as well. And we work very hard to keep that balance and to put ourselves in the best position to deescalate, and that s what you saw. THE MAYOR S ENTIRE PRESS CONFERENCE:",0
15678,"THIS STATE WILL INCLUDE TRANSGENDER CURRICULUM IN PUBLIC SCHOOLS: ‘You can be both genders, you can be no gender, you can be a gender that you make up for yourself’. Because there s nothing more compassionate than convincing young boys and girls that the gender that God assigned to them at birth means absolutely nothing. In fact, with a few government funded surgeries, they can try out any sex they think they might identify with You will want to contact the School Board if you live in Fairfax County, VA and let them know how you feel about using your tax dollars for the radical indoctrination of your children.One of the nation s largest public school systems is preparing to include gender identity to its classroom curriculum, including lessons on sexual fluidity and spectrum the idea that there s no such thing as 100 percent boys or 100 percent girls.Fairfax County Public Schools released a report recommending changes to their family life curriculum for grades 7 through 12. The changes, which critics call radical gender ideology, will be formally introduced next week. The larger picture is this is really an attack on nature itself the created order, said Peter",0
23403," Hillary Clinton colluded with executives at Google to launch a digital PR onslaught against the president of Syria, Bashar al Assad . This is all part of Google s  color revolution business, and also part of the Smart Power Complex used to manufacture public consent for humanitarian interventions globally . The leak also reveals how Qatari network Al Jazeera played an active role in this plot too . Al Jazeera has already been caught repeatedly manipulating international news throughout the Middle East .",0
3163,"Trump to limit Cuba travel, restrict business deals with military: U.S. officials. WASHINGTON (Reuters) - President Donald Trump on Friday will announce a plan to tighten rules on Americans traveling to Cuba and significantly restrict U.S. companies from doing business with Cuban enterprises controlled by the military, senior White House officials said on Thursday. Trump will lay out his new Cuba policy in a speech in Miami that will roll back parts of former President Barack Obama’s opening to the communist-ruled island after a 2014 diplomatic breakthrough between the two former Cold War foes. Taking a tougher approach against Havana after promising to do so during the presidential campaign, Trump will outline stricter enforcement of an existing ban on Americans going to Cuba as tourists and will seek to prevent U.S. dollars from being used to fund what the new U.S. administration sees as a repressive military-dominated government. The new policy will ban most U.S. business deals with the Armed Forces Business Enterprises Group (GAESA), a sprawling conglomerate involved in all sectors of the economy, but make exceptions related to air and sea travel, the officials said. This will essentially shield U.S. airlines and cruise lines now serving the",1
16109," Austrian coalition talks begin in earnest with hunt for savings to fund planned tax cuts . Sebastian Kurz's People s Party won this month s parliamentary election but fell short of a majority . Kurz, who is just 31, needs a coalition partner to form a stable government . Both parties promised billions in tax cuts and said much of the funding will come from greater efficiency in administration .",1
3896," Reports are surfacing that, in the 11th hour, Trump s entire state of mind is deteriorating as he s increasingly faced with a humiliating loss . The New York Times ran a report on the failing candidate s last gasp of air, finding that Trump sleeps less and less, needs aides and family to talk to him at all hours of the day and night, and requires reassurances that his campaign is still on the right track . The campaign is worried enough to wrestle his Twitter account away from him, lest he completely loses it .",0
18731, Libya's eastern-based military commander Khalifa Haftar says force remains option in Libya but political solution best . Libya has been mired in turmoil since a 2011 NATO-backed uprising that ended Muammar Gaddafi s 42-year rule . Italy and other Western states have tried to work with the U.N.-backed Government of National Accord in Tripoli .,1
8375,"Clinton, Trump clash over who is best for U.S. minorities. RENO, Nev./MANCHESTER, N.H. (Reuters) - Democratic presidential nominee Hillary Clinton accused Donald Trump on Thursday of fuelling America’s “radical fringe” with racist rhetoric, even as her Republican rival sought to soften his image with an appeal to minorities. Clinton needs to retain support from black and Latino voters to win the Nov. 8 election, the same coalition that helped propel Democrat Barack Obama to the White House in 2008. Trump, whose support comes mainly from whites, is unlikely to be victorious unless he can cut into that support. “Donald Trump has built his campaign on prejudice and paranoia,” Clinton said in a scathing speech in Nevada. “He’s taking hate groups mainstream and helping a radical fringe take over one of America’s two major political parties.” “This is a moment of reckoning for every Republican dismayed that the Party of Lincoln has become the Party of Trump,” Clinton said, referring to Abraham Lincoln, the first Republican president, who issued the Emancipation Proclamation and championed the 13th Amendment to the U.S. Constitution during the Civil War that led to the abolition of slavery in 1865. Trump, who trails Clinton in national",1
15576," Many on the left are calling for gun control in the U.S. The people who are so concerned about saving the lives of victims of gun violence, are usually the same single issue voters who are driven to the polls for every election to ensure that women retain the right to extinguish lives of the most vulnerable among us .",0
4099," State Department website posts article on Trump's Florida resort on April 4 . Article described history of Trump’s Mar-a-Lago resort in Palm Beach, Florida, and its size, status as a registered historic site, interior decoration and oceanfront location . Article said that in 1973, Marjorie Merriweather Post willed the estate to the U.S. government to be used as a winter White House for the president to entertain foreign dignitaries .",1
2455,"Ryan assures U.S. Senate Republicans on skinny Obamacare repeal. WASHINGTON (Reuters) - U.S. House of Representatives Speaker Paul Ryan assured five Republican senators on Thursday that if a healthcare bill passes the Senate, he will take it to a conference committee rather than have the House vote on it, Republican Senator Lindsey Graham told reporters. Graham, who had vowed to oppose a “skinny” Obamacare repeal bill unless assured by Ryan, said the House speaker told lawmakers that he did not see such legislation as good policy. Asked if he would now vote “yes” on such a bill, Graham said: “Yes. Based on what I heard, I am.”  ",1
19247," The Valparaiso Family YMCA will only be showing local news channels in the future . The decision was made shortly after Trump confronted CNN White House correspondent Jim Acosta, calling his network  terrible and fake news . Chicago Tribune reporter/columnist Jerry Davich said he wondered if the company was simply exercising its right to appease as many members as possible .",0
15285," U.S. President Donald Trump says he and China's Xi to try to end opioid crisis . Opioids include painkillers, heroin and fentanyl, a highly addictive synthetic drug 50 to 100 times more potent than morphine . The Centers for Disease Control estimated that 20,000 Americans were killed by fentanyl last year, surpassing common painkillers and heroin for the first time .",1
21905, New York City lawmakers and Mayor Bill de Blasio are reportedly discussing legislation that would give voting rights to non-citizens in local elections . Lawmakers are reportedly  discussing the legislation with Mayor de Blasio s office and a bill might be introduced as soon as this spring . Non-citizens make up as much as half the population  in areas that Dromm represents and studies have found that more than a million would be eligible to vote citywide .,0
9823,"Unpopularity of Clinton, Trump puts spotlight on potential running mates. WASHINGTON (Reuters) - Rarely have two U.S. presidential front-runners needed more from running mates than Hillary Clinton and Donald Trump. The Democratic and Republican leaders in the 2016 White House race are unusually unpopular nationally, polls show, despite their success with voters in their respective parties. Clinton has struggled to generate excitement about her candidacy and assuage voter concerns about her trustworthiness, while Trump fares badly among women and minorities in polls. Their weaknesses only increase the importance of their vice presidential pick, who could potentially help them rally support in key demographics ahead of the Nov. 8 vote - if each gets their party’s nomination. Hispanic advocacy groups are lobbying Clinton to choose a Hispanic running mate. The person most often mentioned - Julian Castro, the housing and urban development secretary who is one of the party’s rising stars - is opposed by liberal activists who accuse him of favoring Wall Street firms in the sale of distressed mortgages. Some of the groups have started an online petition against Castro’s candidacy, which has angered the Latino Victory Fund, a nonpartisan advocacy group that has been pushing for a",1
9933, Chicago Democrat Luis Gutierrez slammed General John Kelly in a personal shot at him by a member of Congress . Gutierrez said that General Kelly is a hypocrite who is a disgrace to the uniform he used to wear . General Kelly responded by saying Congress did nothing to help so-called Dreamers when they had the chance .,0
116,"Trump says not considering firing U.S. special counsel Mueller. WASHINGTON (Reuters) - President Donald Trump, when asked on Sunday if he was considering firing U.S. special counsel Robert Mueller, told reporters, “No. I’m not.” Democratic lawmakers in recent days have expressed concern that Trump might fire Mueller, who is investigating allegations of Russian interference in the 2016 U.S. presidential election and whether Trump or anyone on his team colluded with Moscow. Russia denies meddling in the election and Trump has denied any collusion. ",1
13923,"Ukraine agrees to sign EU summit declaration: officials. BRUSSELS (Reuters) - The European Union and six former Soviet republics, including Ukraine, agreed a joint summit declaration on Friday that aims to help bring the countries closer to the West, overcoming Kiev s objections, two EU officials said.  It s been agreed,  one official said as leaders from EU member states and from Ukraine, Belarus, Moldova, Georgia, Armenia and Azerbaijan met for talks in Brussels. ",1
9302," Former President Barack Obama embarked on an Asia trip this week, and Fox Business host Lou Dobbs went off on Obama tonight for comments aimed at President Trump . Guest Steve Forbes said Obama doesn't realize he doesn't matter anymore . Dobbs said Obama should be brought back by the U.S. Marshals .",0
2372," Senate Democrat Ron Wyden demands Justice Dept. release new crime reduction policies . Task Force on Crime Reduction and Public Safety was established by President Donald Trump in February . Names of those serving on the task force have not been published, and the group was supposed to deliver its recommendations by July 27 . Sessions has previously made critical comments about marijuana use .",1
6290," Jimmy Kimmel is pretty sure he knows exactly why Donald Trump hasn't released his tax returns . Kimmel shows clip after clip of the reality television star repeatedly telling people how wealthy he is, including how he took a small loan  of one million dollars from his father . Kimmel then says: What if the reason he won't release tax returns is because he actually doesn't have any money?",0
7820,"U.S. policy changes on Cuba will be tough to undo: official. WASHINGTON (Reuters) - It will be difficult for future U.S. administrations to undo President Barack Obama’s policy of easing trade and travel restrictions with Cuba because of the benefits associated with the measures, a senior U.S. official said on Friday. “We’ve increased the space for this type of travel, people to people exchange, commercial opportunities in ways that are already having a positive impact on the lives of Americans and Cubans,” the official said. “Turning back the clock on that policy would only take away those opportunities.”  ",1
17208,"15 YR OLDS IN THIS STATE CAN NOW GET STATE FUNDED SEX-CHANGE OPERATION WITHOUT PARENTAL CONSENT…But Need Consent To Use Tanning Bed. The left has officially taken parenting out of our hands via legislation and handed it over to our government The list of things 15-year-olds are not legally allowed to do in Oregon is long: Drive, smoke, donate blood, get a tattoo even go to a tanning bed.But, under a first-in-the-nation policy quietly enacted in January that many parents are only now finding out about, 15-year-olds are now allowed to get a sex-change operation. Many residents are stunned to learn they can do it without parental notification and the state will even pay for it through its Medicaid program, the Oregon Health Plan. It is trespassing on the hearts, the minds, the bodies of our children, said Lori Porter of Parents Rights in Education. They re our children. And for a decision, a life-altering decision like that to be done unbeknownst to a parent or guardian, it s mindboggling. In a statement, Oregon Health Authority spokeswoman Susan Wickstrom explained it this way: Age of medical consent varies by state. Oregon law which applies to both Medicaid and non-Medicaid",0
7681," The state of Louisiana incarcerates more people than any other place in the world . Without drastic intervention, the citizens of LA are about to lose access to the fundamental right to legal representation . The state s public defense system is so short of funding that 33 of the state s 42 districts will be shuttered over the next year . Public defenders are unable to take on new cases, leaving citizens who cannot afford a private attorney with no access to representation .",0
396,"Republican Senator Collins to vote for Senate tax bill: statement. WASHINGTON (Reuters) - Republican Senator Susan Collins will vote for a Senate tax bill, her office said on Friday. Collins, who had been considered a possible “no” vote on the sweeping tax overhaul, said she would support the legislation “after securing significant changes,” her office said in a statement. Once the Senate passes the law, it must work with the House of Representatives, which already has approved its own tax bill, to craft a single measure that can pass both chambers and be sent to the White House for President Donald Trump’s signature. ",1
11277,"60 Minutes Uses “Fake News” Story To Destroy Credibility Of Popular Conservative Twitter Personality For Suggesting Hillary Had Parkinson’s [VIDEO]. Things got tense Sunday on 60 Minutes as CBS Evening News anchor Scott Pelley squared off with prominent Trump supporter Mike Cernovich.As part of a segment on Fake News, Pelley introduced Cernovich as the founder of a website, Danger & Play, which  has become a magnet for readers with a taste for stories with no basis in fact. Things only got testier from there.Pelley grilled Cernovich over a story he published titled  Hillary Clinton has Parkinson s Disease, Physician Confirms.  Kelley pointed out that Cernovich had not actually spoken to any doctor who had examined the democratic Presidential nominee, and that the campaign denied the allegation.   MediaiteSpeaking of  fake news here s the clip of the 60 Minutes segment CBS s 60 Minutes tweeted.: That story got so much traction, it had to be denied not only by Clinton s doctor, but by the National Parkinson s Foundation. (2/2) pic.twitter.com/SLu19bN6Gr  60 Minutes (@60Minutes) March 27, 2017The only thing CBS showed that could have been construed as negative news for the left would be the studies that showed the",0
11762,"VOTE THEM OUT! SIX SENATE DEMOCRATS Up For Reelection In RED STATES Boycott Vote To Play Politics. Florida Bill Nelson (D) Indiana Joe Donnelly (D) Michigan Debbie Stabenow (D) Missouri Claire McCaskill (D) Montana Jon Tester (D) New Jersey Bob Menendez (D) North Dakota Heidi Heitkamp (D) Ohio Sherrod Brown (D) Pennsylvania Bob Casey (D) Virginia Tim Kaine (D) West Virginia Joe Manchin (D) Wisconsin Tammy Baldwin (D)These Democrats are sitting members on the Senate Finance Committee:These Democrats wanted to stall confirmation of President Trump s picks for Treasury and HHS by boycotting the committee hearing! This is playing politics with the wishes of the American people! Vote them out!Ron Wyden, Oregon, Ranking Member Debbie Stabenow, Michigan Maria Cantwell, Washington Bill Nelson, Florida Bob Menendez, New Jersey Tom Carper, Delaware Ben Cardin, Maryland Sherrod Brown, Ohio Michael Bennet, Colorado Bob Casey, Pennsylvania Mark Warner, Virginia Claire McCaskill, MissouriRead more: GP",0
11295," Iran's Supreme Leader Ayatollah Ali Khamenei says U.S. President Donald Trump will fail in his hardened stance towards Iran . He says Iran has made great advances in all areas since Reagan s time . Reagan was more powerful and smarter than Trump, Khamenei said in a speech carried on state television . Trump refused to certify that Tehran is complying with nuclear deal with world powers .",1
126," U.S. House of Representatives Ethics Committee launches probe into reports of sexual harassment . Rep. Ruben Kihuen of Nevada says he intends to cooperate, welcomes chance to clear his name . Second congressman denies allegations of sexual misconduct, says he has never sexually harassed anyone . Lawmakers from both parties have been ensnared in allegations of misconduct .",1
13961,"U.S. calls on Pakistan to arrest recently freed Islamist leader. ISLAMABAD (Reuters) - A U.S. official on Friday said Washington is  deeply concerned  at the release from house arrest of a Pakistani Islamist accused of masterminding a bloody 2008 assault in the Indian city of Mumbai. Hafiz Saeed, who had been under house arrest since January, was ordered freed by a Pakistani court this week and preached on Friday at a mosque in the eastern city of Lahore. U.S. State Department spokeswoman Heather Nauert said Saeed s organization, Lashkar-e-Taiba, was responsible for the deaths of hundreds of civilians, including American citizens.  The Pakistani government should make sure that he is arrested and charged for his crimes,  Nauert said in a statement. ",1
23278," DHS head Jeh Johnson is nudging towards the idea of the domestic military force taking over the election process . Johnson claims that US elections are part of the country s vital infrastructure and therefore it must be under the control of an already bloated federal agency . This would be unconstitutional and would create a dangerous precedent, legal experts say .",0
10912," President Trump posted this hilarious video to Twitter yesterday that has already received over 77K likes . Before Trump, Democrats and their allies in the leftist media rarely had to worry about being called out for their hypocrisy . Before Donald J. Trump, Republicans were under the false impression that they needed the press in their corner .",0
16404," Iraq, Syria converge on Islamic State's last strongholds . Iraqi PM Haider al-Abadi says Islamic State fighters will have to choose between death and surrender . Syrian army and its allies say they plan to march on jihadist s last Syrian stronghold . U.S.-led international military coalition says approximately 1,500 fighters are estimated to be still in vicinity of al-Qaim .",1
19123,"Russian, Iranian presidents discuss Iraqi Kurdish vote - Rouhani's office. LONDON (Reuters) - Russian President Putin and his Iranian counterpart Hassan Rouhani discussed the Iraqi Kurdish independence referendum and the Syrian civil war in a telephone call, a senior Iranian official was quoted as saying by Tasnim news agency.  Assessing the current situation in the region, especially in Iraq and Syria, was the main focus of the two leaders,  Hamid Aboutalebi, Rouhani s deputy chief of staff of for political affairs, said.  They stressed on the necessity of maintaining the unity of Iraq and security and stability in the region,  he added. ",1
1860, President Donald Trump's call to Congress to pass protections for some undocumented immigrants is stirring interest among his fellow Republicans in Congress . Republicans have long been divided over whether to embrace anything beyond narrow tweaks of current law . Lawmakers on Wednesday touted a slew of competing ideas on immigration that could lure votes from many pockets of the party but might doom any bill .,1
4468," Even his white supremacist base is doubting him after his subpar performance in Monday s debate . Trump was inarticulate and rarely hit the bull s eye, writes Weekly Standard Editor Bill Kristol . The alt-right message board 4chan was filled with disheartened white supremacists (our favorite kind)",0
1109," Trump has hired John Dowd, a high-profile attorney who has represented the likes of Senator John McCain . Dowd is experienced with keeping corrupt politicians out of jail . This means that Trump s legal troubles are mounting, and the White House knows it . Trump s intemperate Twitter rants and revealing public statements would make him an almost impossible to manage client .",0
5313, U.S. Homeland Security Secretary John Kelly warns Guatemalans not to waste their money trying to get to the United States illegally . Kelly: U.N. authorities are not carrying out mass deportations of immigrants and would follow the law . He said deportees would be returned their home countries more quickly than in the past . Kelly left Guatemala shortly after speaking to reporters .,1
8927," Recent studies have shown Facebook has extraordinary influence on politics . When people tagged friends on Facebook in voting reminders, turnout increased by 15 to 24 percent . Facebook is eager to show that its political involvement is limited to seemingly neutral activities such as encouraging voting . Wikileaks founder Julian Assange alleged Google and Facebook were trying to encourage a “remain” vote in Britain’s EU referendum .",1
15628, The Obama administration will not take the fight over executive immigration amnesty to the Supreme Court . The Department of Justice says it will not seek a stay from the high court . Obama has already proven that he doesn't need a court ruling to bring millions of illegal aliens into our country . The final will likely be pushed into 2016 after the Fifth Circuit ruled against Obama's executive actions .,0
5609, Donald Trump could have just shut up and let the storm pass but he didn't and he got taken to the woodshed for it . The Republican nominee posted a anti-Hillary meme on Twitter that included the Star of David . The meme has been traced to a white supremacist board on the Internet that serves as a meeting place for Neo-Nazis . Trump removed the meme and replaced it with the same meme except a circle was substituted in place of the star .,0
23252," Arcan Cetin of Oak Harbor, Washington, a legal permanent resident who had immigrated to the US from Turkey, was discovered zombie-like on Saturday evening after police responded to a tip-off following an intensive 24-hour manhunt . The suspect had been charged three times with domestic assault against his stepfather and had been ordered by a judge not to possess a firearm . The Cascade Mall shooting s police spokesperson for the event is Washington State Patrol s Mark Francis .",0
4700,"Trump tells House leaders to cancel healthcare bill vote. WASHINGTON (Reuters) - President Donald Trump has told Republican leaders in the U.S. House of Representative to cancel a planned vote Friday afternoon on a healthcare bill to dismantle Obamacare, a House Republican aide told Reuters. ",1
13615," Singapore charges activist for organizing assemblies without permit . Jolovan Wham, 37, could be fined up to $10,000 or imprisoned for up to 6 months . Rights groups call on government to guarantee right to peaceful assembly . Wham was involved in a protest in June by blindfolded activists in a call for justice for 22 people detained in 1987 .",1
4221," Liberty University President Jerry Falwell Jr. still supports Donald Trump even after the recently released video showing the reality show star turned GOP presidential nominee bragging about sexually assaulting women . A strongly worded statement was issued by the group Liberty United Against Trump denounces Falwell for his continued support of the Republican candidate . Falwell criticized the students opposing his support for Trump, writing in part,  This student statement seems to ignore the teachings of Jesus not to judge others but they are young and still learning .",0
16906, Philippine President Rodrigo Duterte lauds China role in rebel killing of Isnilon Hapilon . He says it was a Chinese sniper rifle that fired the bullet that finished off Islamic State emir . But a ranger unit conducting the operation said the shot was fired from a heavier weapon mounted on an armored vehicle . A blow-by-blow account on Scout Ranger Books tells of how the 8th Scout Ranger Company was engaging militants .,1
8818,"Gun in Minnesota car may have contributed to events there: Obama. WASHINGTON (Reuters) - President Barack Obama said on Saturday that the prevalence of guns in U.S. society is one factor behind American violence and the fact that there was a gun in the car contributed to the shooting of a black Minnesota man last week. “In Minneapolis, we don’t know yet what happened, but we do know that there was a gun in the car that apparently was licensed but it caused, in some fashion, those tragic events,” Obama told reporters. “We can’t just ignore that and pretend that that’s somehow political ... it is a contributing factor –not the sole factor – but a contributing factor to the broader tensions that arise between police and the communities where they serve.” ",1
